#atk1
151C-001	151C	001	1	寄生种子	GC	20	回复这只宝可梦「20」HP。	0
151C-002	151C	002	1	寄生种子	GC	30	回复这只宝可梦「20」HP。	0
151C-002	151C	002	2	藤鞭	GGC	80		0
151C-003	151C	003	1	剧毒鞭打	GGC	150	令对手的战斗宝可梦陷入【中毒】和【混乱】状态。	0
151C-004	151C	004	1	烧光	R		将场上的竞技场放于弃牌区。	0
151C-004	151C	004	2	吐火	RR	30		0
151C-005	151C	005	1	烈焰	R	20		0
151C-005	151C	005	2	大字爆炎	RRR	90	选择这只宝可梦身上附着的1个能量，放于弃牌区。	0
151C-006	151C	006	1	英勇之翼	R	60+	如果这只宝可梦身上放置有伤害指示物的话，则追加造成100伤害。	0
151C-006	151C	006	2	爆炎漩涡	RRRR	330	选择这只宝可梦身上附着的3个能量，放于弃牌区。	0
151C-007	151C	007	1	缩入壳中	W		抛掷1次硬币如果为正面，则在下一个对手的回合，这只宝可梦不受到招式的伤害。	0
151C-007	151C	007	2	火箭头锤	WW	20		0
151C-008	151C	008	1	潜入巢中	W		选择自己弃牌区中最多3张「基本【水】能量」，在给对手看过之后，加入手牌。	0
151C-008	151C	008	2	回转攻击	WW	50		0
151C-009	151C	009	1	双重加农炮	WW	140×	从自己手牌将最多2张「基本【水】能量」放于弃牌区，造成其张数×140伤害。	0
151C-010	151C	010	1	啃食树叶	G	10+	如果对手的战斗宝可梦为【草】宝可梦的话，则追加造成30伤害。	0
151C-011	151C	011	1	撞击	G	20		0
151C-011	151C	011	2	防御姿势	CC		抛掷1次硬币如果为正面，则在下一个对手的回合，这只宝可梦不受到招式的伤害。	0
151C-012	151C	012	1	吹飞	G	60	将对手的战斗宝可梦与备战宝可梦互换。[放于战斗场的宝可梦由对手选择。]	0
151C-012	151C	012	2	去去飞行	CC		选择这只宝可梦，和对手的1只备战宝可梦，将被选择的宝可梦，以及放于其身上的所有卡牌，各放回各自的牌库并重洗牌库。如果对手没有备战宝可梦的话，则这个招式失败。	0
151C-013	151C	013	1	冲撞	G	10		0
151C-013	151C	013	2	虫咬	CC	20		0
151C-014	151C	014	1	刺痛	CC	20		0
151C-015	151C	015	1	逆境尖刺	CC	30+	如果自己没有手牌的话，则追加造成120伤害，令对手的战斗宝可梦陷入【中毒】和【麻痹】状态。	0
151C-015	151C	015	2	突刺	GG	110		0
151C-016	151C	016	1	呼朋引伴	C		选择自己牌库中最多2张【基础】宝可梦，放于备战区。并重洗牌库。	0
151C-016	151C	016	2	撞击	CC	20		0
151C-017	151C	017	1	振翅	C	20		0
151C-018	151C	018	1	振翅	C	40		0
151C-018	151C	018	2	飞翔	CCC	150	抛掷1次硬币如果为反面，则这个招式失败。如果为正面，则在下一个对手的回合，这只宝可梦不受到招式的伤害和效果影响。	0
151C-019	151C	019	1	伤口啃咬	CC	20+	追加造成对手战斗宝可梦身上放置的伤害指示物数量×10伤害。	0
151C-020	151C	020	1	咬住伤口	CC	30+	追加造成对手战斗宝可梦身上放置的伤害指示物数量×30伤害。	0
151C-021	151C	021	1	高速飞行	C	10		0
151C-022	151C	022	1	鸟嘴捕捉	C		选择自己牌库中任意卡牌最多3张，加入手牌。并重洗牌库。	0
151C-022	151C	022	2	高速飞行	C	50		0
151C-023	151C	023	1	酸液炸弹	DD	30	抛掷1次硬币如果为正面，则选择对手战斗宝可梦身上附着的1个能量，放于弃牌区。	0
151C-024	151C	024	1	束缚	DD	70	在下一个对手的回合，受到这个招式影响的宝可梦，无法撤退。	0
151C-024	151C	024	2	恐吓獠牙	DDD	150	对手选择对手自己的2张手牌，放于弃牌区。	0
151C-025	151C	025	1	充电	L		选择自己牌库中的1张「基本【雷】能量」，附着于这只宝可梦身上。并重洗牌库。	0
151C-025	151C	025	2	皮卡拳	LLC	50		0
151C-026	151C	026	1	打雷	LLC	180	给这只宝可梦也造成50伤害。	0
151C-027	151C	027	1	抓	CC	30		0
151C-028	151C	028	1	大地轰鸣	F	30	在下一个对手的回合，受到这个招式影响的宝可梦，无法撤退。	0
151C-028	151C	028	2	尖刺深挖	FCC	80+	如果对手的战斗宝可梦身上放置有伤害指示物的话，则追加造成100伤害。	0
151C-029	151C	029	1	毒角	DC	20	令对手的战斗宝可梦陷入【中毒】状态。	0
151C-030	151C	030	1	呼唤家人	D		选择自己牌库中最多3张宝可梦，在给对手看过之后，加入手牌。并重洗牌库。	0
151C-030	151C	030	2	锐利之牙	DC	50		0
151C-031	151C	031	1	女王压制	DC	90	在下一个对手的回合，这只宝可梦不会受到【基础】宝可梦的招式的伤害。	0
151C-031	151C	031	2	撞倒	DDC	160		0
151C-032	151C	032	1	角撞	D	20		0
151C-033	151C	033	1	锐利之牙	D	30		0
151C-033	151C	033	2	怪力角击	DDC	100		0
151C-034	151C	034	1	毒素冲击	DDCC	190	令对手的战斗宝可梦陷入【中毒】状态。	0
151C-035	151C	035	1	赏月邀请	P		选择自己牌库中最多3张「皮皮」，放于备战区。并重洗牌库。	0
151C-035	151C	035	2	掌击	PC	20		0
151C-036	151C	036	1	看我嘛	P		选择对手的1只备战宝可梦，将其与战斗宝可梦互换。	0
151C-036	151C	036	2	追加之月	PPP	50	如果因为这个招式的伤害，对手的宝可梦【昏厥】的话，则多拿取1张奖赏卡。	0
151C-037	151C	037	1	火焰灼烧	RC	20	抛掷1次硬币如果为正面，则令对手的战斗宝可梦陷入【灼伤】状态。	0
151C-038	151C	038	1	热风	R	30	令对手的战斗宝可梦陷入【灼伤】状态。	0
151C-038	151C	038	2	炽火延烧	RC	80+	如果自己的手牌张数与对手的手牌张数相同的话，则追加造成140伤害。	0
151C-039	151C	039	1	引导	C		选择自己牌库中的1张支援者，在给对手看过之后，加入手牌。并重洗牌库。	0
151C-039	151C	039	2	踩踏踏	CC	20×	抛掷2次硬币，造成正面次数×20伤害。	0
151C-040	151C	040	1	朋友冲撞	CCC	90+	在这个回合，如果从手牌使出了支援者的话，则追加造成90伤害。	0
151C-041	151C	041	1	咬住	C	10		0
151C-042	151C	042	1	直击飞行	C		给对手的1只宝可梦，造成40伤害。[备战宝可梦不计算弱点、抗性。]	0
151C-043	151C	043	1	飞叶快刀	CC	20		0
151C-044	151C	044	1	口水	CC	30		0
151C-045	151C	045	1	日光束	GCC	90		0
151C-046	151C	046	1	踩	G	10		0
151C-046	151C	046	2	孢子弹	GC	20	令对手的战斗宝可梦陷入【睡眠】状态。	0
151C-047	151C	047	1	散播菌丝	G		抛掷2次硬币，选择自己牌库中最多与出现正面次数相同数量的【草】宝可梦，放于备战区。并重洗牌库。	0
151C-047	151C	047	2	利爪劈开	CC	50		0
151C-048	151C	048	1	啃咬	C	10		0
151C-048	151C	048	2	光束	GCC	40		0
151C-049	151C	049	1	错乱粉末	G	30	令对手的战斗宝可梦陷入【混乱】状态。在下一个对手的回合，对手无法从手牌使出物品。	0
151C-049	151C	049	2	高速之翼	GCC	90		0
151C-050	151C	050	1	鲁莽头击	F	10		0
151C-050	151C	050	2	掷泥	FF	30		0
151C-051	151C	051	1	鲁莽头击	F	40		0
151C-051	151C	051	2	泥巴炸弹	FF	80		0
151C-052	151C	052	1	招财猫	C		抛掷1次硬币如果为正面，则选择对手的1只备战宝可梦，将其与战斗宝可梦互换。	0
151C-052	151C	052	2	亮爪	CC	20		0
151C-053	151C	053	1	劈开	CCC	70		0
151C-054	151C	054	1	胡思乱想	C		在下一个对手的回合，将对手抛掷的硬币的结果，全部视作反面。	0
151C-054	151C	054	2	水枪	W	10		0
151C-055	151C	055	1	水难救助	C		选择自己弃牌区中最多4张宝可梦，在给对手看过之后，加入手牌。	0
151C-055	151C	055	2	超级飞溅	WWC	120		0
151C-056	151C	056	1	大闹一番	F	20+	抛掷1次硬币如果为正面，则追加造成20伤害。如果为反面，则给这只宝可梦也造成20伤害。	0
151C-057	151C	057	1	大声吵嚷	F	40	令这只宝可梦陷入【混乱】状态。	0
151C-057	151C	057	2	激昂粉碎	FCC	150	如果这只宝可梦未处于【混乱】状态的话，则这个招式失败。	0
151C-058	151C	058	1	蒸发	R	10	选择对手战斗宝可梦身上附着的1个【水】能量，放于弃牌区。	0
151C-059	151C	059	1	灼热沸腾	R	30	选择自己弃牌区中最多2张「基本【火】能量」，附着于这只宝可梦身上。	0
151C-059	151C	059	2	裂爆獠牙	RRCC	240	选择这只宝可梦身上附着的2个【火】能量，放于弃牌区。	0
151C-060	151C	060	1	泡沫	W	10	抛掷1次硬币如果为正面，则令对手的战斗宝可梦陷入【麻痹】状态。	0
151C-061	151C	061	1	飞溅	W	20		0
151C-061	151C	061	2	蛙跳	WC	30+	抛掷1次硬币如果为正面，则追加造成60伤害。	0
151C-062	151C	062	1	泡沫光线	W	50	抛掷1次硬币如果为正面，则令对手的战斗宝可梦陷入【麻痹】状态。	0
151C-062	151C	062	2	豪爽拳	WCC	100+	抛掷1次硬币如果为正面，则追加造成150伤害。	0
151C-063	151C	063	1	精神射击	P	20		0
151C-064	151C	064	1	瞬移攻击	P	30	将这只宝可梦与备战宝可梦互换。	0
151C-065	151C	065	1	意志劫持	CC	90+	追加造成对手备战宝可梦数量×30伤害。	0
151C-065	151C	065	2	维度之手	PP	120	这个招式，即使这只宝可梦在备战区也能使用。	0
151C-066	151C	066	1	敲山	F		将对手牌库上方的1张卡牌放于弃牌区。	0
151C-066	151C	066	2	重拳	FF	30		0
151C-067	151C	067	1	推山	FF	50	将对手牌库上方的1张卡牌放于弃牌区。	0
151C-068	151C	068	1	劈山断岳	FF	100	将对手牌库上方2张卡牌放于弃牌区。	0
151C-069	151C	069	1	居合劈	G	10		0
151C-069	151C	069	2	束缚	GC	20	在下一个对手的回合，受到这个招式影响的宝可梦，无法撤退。	0
151C-070	151C	070	1	居合劈	G	30		0
151C-070	151C	070	2	汁液喷吐	GC	50		0
151C-071	151C	071	1	喷出	G	50		0
151C-071	151C	071	2	迟延酸液	GC	120	在下一个对手的回合结束时，将12个伤害指示物放置于受到这个招式影响的宝可梦身上。	0
151C-072	151C	072	1	麻酥酥	W	10		0
151C-072	151C	072	2	洒水	CC	20		0
151C-073	151C	073	1	毒鞭	CC	30	令对手的战斗宝可梦陷入【中毒】状态。	0
151C-073	151C	073	2	恐慌触手	WCC	90×	抛掷硬币直到出现反面，造成正面次数×90伤害。如果最初抛掷的硬币为反面的话，则令对手的战斗宝可梦陷入【混乱】状态。	0
151C-074	151C	074	1	硬邦邦	F		在下一个对手的回合，这只宝可梦所受到的招式的伤害「-30」。	0
151C-074	151C	074	2	握紧拳头	FC	20		0
151C-075	151C	075	1	连续岩石抛掷	F	40×	抛掷硬币直到出现反面，造成正面次数×40伤害。	0
151C-075	151C	075	2	重磅冲击	FCC	60		0
151C-076	151C	076	1	强劲滚动	F	50	在下一个自己的回合，这只宝可梦所使用的招式，给对手战斗宝可梦造成的伤害「+120」。	0
151C-076	151C	076	2	岩石冲撞	FCC	180	这个招式的伤害不计算抗性。	0
151C-077	151C	077	1	招来	R		从自己牌库上方抽取1张卡牌。	0
151C-077	151C	077	2	活蹦乱跳	RCC	30		0
151C-078	151C	078	1	致焦	R		令对手的战斗宝可梦陷入【灼伤】状态。	0
151C-078	151C	078	2	音速折返	RCC	90	将这只宝可梦与备战宝可梦互换。	0
151C-079	151C	079	1	海水浴	P		回复这只宝可梦「30」HP，并恢复其所有特殊状态。	0
151C-079	151C	079	2	头锤	CC	20		0
151C-080	151C	080	1	大哈欠	P		令双方的战斗宝可梦，各陷入【睡眠】状态。	0
151C-080	151C	080	2	悠闲冲撞	PCC	160	在这个回合，如果这只宝可梦刚完成进化的话，则这个招式失败。	0
151C-081	151C	081	1	小型电击	L	10		0
151C-081	151C	081	2	爆炸	LC	60	给这只宝可梦也造成60伤害。	0
151C-082	151C	082	1	物品磁吸	L		选择自己弃牌区中最多2张物品，在给对手看过之后，加入手牌。	0
151C-082	151C	082	2	伏特头击	LCC	60		0
151C-083	151C	083	1	背来	C		从自己牌库上方抽取2张卡牌。	0
151C-083	151C	083	2	甩葱殴打	C	30		0
151C-084	151C	084	1	突击	C	30	给这只宝可梦也造成10伤害。	0
151C-085	151C	085	1	愤怒之喙	C	10+	追加造成这只宝可梦身上放置的伤害指示物数量×30伤害。	0
151C-086	151C	086	1	丝丝寒意	W	20		0
151C-087	151C	087	1	双重飞溅	WC		给对手的2只宝可梦，各造成50伤害。[备战宝可梦不计算弱点、抗性。]	0
151C-087	151C	087	2	极光束	WCC	100		0
151C-088	151C	088	1	黏着压制	D	10	在下一个对手的回合，受到这个招式影响的宝可梦，【撤退】所需能量增加1个。	0
151C-089	151C	089	1	黏黏牢笼	D	30	在下一个对手的回合，受到这个招式影响的宝可梦，使用招式所需能量和【撤退】所需能量，各增加1个【无】能量。	0
151C-089	151C	089	2	污泥炸弹	DDDC	180		0
151C-090	151C	090	1	贝壳压制	WW	30	在下一个对手的回合，这只宝可梦所受到的招式的伤害「-30」。	0
151C-091	151C	091	1	防卫充能	WW	80	在下一个对手的回合，这只宝可梦所受到的招式的伤害「-80」。	0
151C-092	151C	092	1	瓦斯包围	P	20		0
151C-093	151C	093	1	喃喃自语	PC	30		0
151C-094	151C	094	1	灵骚	P	50×	查看对手的手牌，造成其中训练家张数×50伤害。	0
151C-094	151C	094	2	幽魂俯冲	PC	110	将3个伤害指示物，以任意方式放置于对手的备战宝可梦身上。	0
151C-095	151C	095	1	轰隆崩塌	CC	80×	将自己牌库上方5张卡牌放于弃牌区，造成其中【撤退】所需能量数为4个的宝可梦张数×80伤害。	0
151C-095	151C	095	2	重磅冲击	FFCC	100		0
151C-096	151C	096	1	意念头锤	PC	30		0
151C-097	151C	097	1	超念力	PPC	110		0
151C-098	151C	098	1	引潮	W		抛掷1次硬币如果为正面，则选择自己牌库中最多2张「基本【水】能量」，附着于这只宝可梦身上。并重洗牌库。	0
151C-098	151C	098	2	蟹钳锤	WWW	50		0
151C-099	151C	099	1	臂锤	WWW	90	将对手牌库上方的1张卡牌放于弃牌区。	0
151C-099	151C	099	2	极落钳	WWWW	220		0
151C-100	151C	100	1	滚动攻击	L	10+	抛掷1次硬币如果为正面，则追加造成20伤害。	0
